fname		mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	bass_name
n15op132_01	42	20	20	3/4	3/4	4/4	1	1	.Ger6	a	i		Ger6	Ger	vii	o	65	b3	V		Ger	True	True	(-4, 0, -3, 6)	()	6	-4	F
n15op132_01	43	21	21	0	0	4/4	1	1	V(64)	a	i		V(64)		V			64			M	True	True	(1, 0, -3)	()	1	1	E
n15op132_05	259	137	137	5/8	5/8	3/4	1	1	V6	a	III		V6		V		6				M	True	False	(5, 2, 1)	()	1	5	B
n15op132_05	260	138	138	0	0	3/4	1	1	V2/IV	a	III		V2/IV		V		2		IV		Mm7	True	False	(-2, 0, 4, 1)	()	0	-2	Bb
n15op132_05	261	138	138	1/8	1/8	3/4	1	1	IV6	a	III		IV6		IV		6				M	True	False	(3, 0, -1)	()	-1	3	A
n15op132_05	262	138	138	1/4	1/4	3/4	1	1	#viio/vi	a	III		#viio/vi		#vii	o			vi		o	True	False	(8, 5, 2)	()	8	8	G#
n15op132_05	263	138	138	3/8	3/8	3/4	1	1	iii6	a	III		iii6		iii		6				m	True	False	(1, 5, 4)	()	4	1	G
n16op135_01	52	35	35	1/4	1/4	2/4	1	1	#VII+/vi	F	V		#VII+/vi		#VII	+			vi		+	False	False	(8, 12, 16)	()	8	8	G#
n16op135_01	53	36	36	0	0	2/4	1	1	#viio43/ii	F	V		#viio43/ii		#vii	o	43		ii		o7	False	False	(1, -2, 7, 4)	()	7	1	G
n16op135_01	54	36	36	1/4	1/4	2/4	1	1	II6	F	V		II6		II		6				M	False	False	(6, 3, 2)	()	2	6	F#
n16op135_01	55	36	36	3/8	3/8	2/4	1	1	ii6(6)	F	V		ii6(6)		ii		6	6			m	False	False	(-1, 5, 2)	()	2	-1	F
n16op135_01	56	36	36	7/16	7/16	2/4	1	1	ii6	F	V		ii6		ii		6				m	False	False	(-1, 3, 2)	()	2	-1	F
n16op135_01	57	37	37	0	0	2/4	1	1	I6(4)	F	V		I6(4)		I		6	4			M	False	False	(-1, 1, 0)	()	0	-1	F
n16op135_01	58	37	37	1/8	1/8	2/4	1	1	I6	F	V		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	E
n16op135_03	156	46	46	11/16	11/16	6/8	1	1	vi7	Db	I		vi7		vi		7				mm7	False	False	(3, 0, 4, 1)	()	3	3	Bb
n16op135_03	157	47	47	0	0	6/8	1	1	V65/vi	Db	I		V65/vi		V		65		vi		Mm7	False	False	(8, 5, 2, 4)	()	4	8	A
n16op135_03	158	47	47	3/8	3/8	6/8	1	1	V2/ii	Db	I		V2/ii		V		2		ii		Mm7	False	False	(1, 3, 7, 4)	()	3	1	Ab
n16op135_03	159	48	48	0	0	6/8	1	1	V65/V	Db	I		V65/V		V		65		V		Mm7	False	False	(6, 3, 0, 2)	()	2	6	G
n16op135_03	160	48	48	3/8	3/8	6/8	1	1	V2	Db	I		V2		V		2				Mm7	False	False	(-1, 1, 5, 2)	()	1	-1	Gb
n16op135_03	161	49	49	3/8	3/8	6/8	1	1	I6	Db	I		I6		I		6				M	False	False	(4, 1, 0)	()	0	4	F
